"","f.rho","ssb.rho","recr.rho","jan1b.rho","explb.rho","stockn.rho","Age.1","Age.2","Age.3","Age.4","Age.5","Age.6","Age.7","Age.8","Age.9"
"peel.1",0.0627980448170124,-0.0454343634683989,-0.0430221246270197,-0.0326727978487572,-0.0456683103794801,0.000426362665333581,-0.0430221246270197,0.182469081327245,0.0738259524349218,-0.082236759598963,-0.0818983424358351,-0.0667359073243311,-0.041316113057515,-0.0380060248238698,-0.0374795847227828
"peel.2",0.0670801963904712,-0.0734478983695145,0.939067147894583,-0.0463855538608598,-0.0515956932992718,0.165032990295061,0.939067147894583,0.366642802683024,-0.200552913432563,-0.25984473872293,-0.15016548500388,-0.0574099983035632,-0.0290278477913271,-0.0188596835442377,0.000581201069494305
"peel.3",-0.022970675069784,-0.0143915342842529,1.10950385517593,-0.021813030568709,0.0207092480875676,0.151691708019679,1.10950385517593,-0.328556238861079,-0.336694423247289,-0.239214353853185,-0.0698796972467146,0.0312735708647209,0.0646156000574305,0.0982472570426487,0.139337425185899
"peel.4",-0.0988058371152696,0.0719630472926398,-0.459789048735653,0.0270182791901863,0.0885775680731119,-0.195218605210882,-0.459789048735653,-0.228437697482971,-0.288216172487432,-0.161218836807684,0.0220628487313045,0.100052215990257,0.15505090780499,0.188394623886646,0.235882203257125
"peel.5",-0.065248374050874,0.0594532901358094,0.507557867531816,0.0600375650107269,0.0571200329724749,0.125042233966095,0.507557867531816,-0.0372783621332142,-0.0912262828478391,-0.0122193921781513,8.61546604673581e-05,0.0801312755525732,0.0979306812939841,0.109271258734912,0.152566498163649
"Mohn.rho",-0.0114293290056888,-0.000371491738743411,0.410663539447931,-0.00276310761548256,0.0138285690908805,0.0493949379470574,0.410663539447931,-0.00903208289339916,-0.16857276791604,-0.150946816232183,-0.0559589042589316,0.0174622313559314,0.0494506456615125,0.0678094862592198,0.0981775485906768
