"","f.rho","ssb.rho","recr.rho","jan1b.rho","explb.rho","stockn.rho","Age.1","Age.2","Age.3","Age.4","Age.5","Age.6","Age.7","Age.8","Age.9"
"peel.1",0.0171443532882552,-0.00660138305787498,-0.00140055768045624,0.0044189500300889,-0.0135319769430594,0.0439686643852392,-0.00140055768045624,0.239339169170962,0.128127441625699,-0.0374824760707725,-0.0382178293357973,-0.0349265171510641,-0.0108425345482856,-0.00839386622568965,-0.00597346101211561
"peel.2",0.0384237783290184,-0.0440416948985223,1.07303789882861,-0.0122999185092925,-0.0310052639122494,0.234538644731901,1.07303789882861,0.47670667697071,-0.135320253187767,-0.201760472893219,-0.096363480186149,-0.0225935171314044,-0.00491711733204689,-0.00181537947069814,0.00291209979101022
"peel.3",0.0230269519846347,-0.034740904427115,1.31658077691102,-0.0279776453236527,-0.0178357801012831,0.223644609900089,1.31658077691102,-0.262637451937265,-0.274839278527053,-0.184918834088451,-0.0293529690496323,0.0273671565789685,0.0289537730481973,0.0348067732218637,0.0327248257518231
"peel.4",0.00414552925169373,0.00756175382713382,-0.405805054514711,-0.0147459953417904,-0.00243832075728186,-0.155618501809747,-0.405805054514711,-0.1508503180579,-0.2281634655061,-0.111520632066604,0.0448298017038972,0.0591524196070171,0.0639083222895324,0.0576650561300119,0.0500573699928239
"peel.5",-0.0174384196978145,0.0520588790126695,0.750566528037039,0.0675677056719468,0.0163661566895985,0.226055031228228,0.750566528037039,0.0951230211262642,0.0120214424527039,0.0696705515474576,0.0484345391294511,0.0678325466583868,0.0466947341413423,0.0306249047471035,0.0265595013190534
"Mohn.rho",0.0130604386311575,-0.0051526699087418,0.5465959183163,0.00339261930546001,-0.00968903700485505,0.114517689687142,0.5465959183163,0.0795362194545543,-0.0996348226285034,-0.0932023727143177,-0.014133987547646,0.0193664177123808,0.0247594355197479,0.0225774976805183,0.021256067168519
