"","f.rho","ssb.rho","recr.rho","jan1b.rho","explb.rho","stockn.rho","Age.1","Age.2","Age.3","Age.4","Age.5","Age.6","Age.7","Age.8","Age.9"
"peel.1",0.0160152669477067,-0.00890699649214289,-0.0703295112353254,-0.0012267857377496,-0.0118171254353837,0.00357502746561908,-0.0703295112353254,0.162957179788796,0.0803656824821687,-0.0645572475810586,-0.0561546536280826,-0.0391016819393032,-0.00752018557919651,0.0013533942575574,0.00821099227056224
"peel.2",0.0148770131783112,-0.0339741149600305,0.860317062489383,-0.00462595871057045,-0.0122538068835192,0.218715568316188,0.860317062489383,0.350588488425977,-0.186343069621449,-0.232195175506471,-0.109818203654828,-0.0143761073600268,0.0193214792128942,0.0314901839485449,0.0472938902845867
"peel.3",-0.0223351851615248,-0.0191080324391454,0.996598638765328,-0.0257369137421903,0.0177383699196948,0.186097078860057,0.996598638765328,-0.342627307028946,-0.326836744365193,-0.213935222915688,-0.0339665225106605,0.0555997367752087,0.0769409786044478,0.0962121850084042,0.109581194240173
"peel.4",-0.0607107640080042,0.0403381453334041,-0.494810526895283,-0.0102785075638798,0.0518293424276135,-0.239387663950247,-0.494810526895283,-0.245162843895214,-0.2766207310198,-0.131693569369166,0.058419157889826,0.108995950484258,0.136268473870549,0.145009694897645,0.150204320015974
"peel.5",-0.06337084499471,0.0776858907800325,0.428897752992333,0.0788528089087341,0.0569264235511288,0.142964312113665,0.428897752992333,-0.0477515446492956,-0.0636843953696253,0.0405716429440386,0.0577210963538366,0.115369775383406,0.116077086492537,0.112177054118843,0.121282521895398
"Mohn.rho",-0.0231049028076442,0.0112069784444236,0.344134683223287,0.0073969286308688,0.0204846407159069,0.0623928645610562,0.344134683223287,-0.0243992054717367,-0.15462385157878,-0.120361914485669,-0.0167598251099817,0.0452975346687086,0.0682175665202463,0.0772485024461988,0.0873145837413389
