"","f.rho","ssb.rho","recr.rho","jan1b.rho","explb.rho","stockn.rho","Age.1","Age.2","Age.3","Age.4","Age.5","Age.6","Age.7","Age.8","Age.9"
"peel.1",0.0712678373103254,-0.049704168721742,-0.0317767918070293,-0.0346154860285602,-0.05110708202846,0.00685645933842218,-0.0317767918070293,0.193379387289397,0.0811099476978126,-0.0776061480171296,-0.0803865477718652,-0.0685026352765869,-0.046240336395958,-0.0455051945963281,-0.0478604147352699
"peel.2",0.0756228687366819,-0.0803174394614757,0.96282529375428,-0.0494572787840589,-0.0575207995870922,0.176886451833318,0.96282529375428,0.380384887699778,-0.193427115254531,-0.255371645359331,-0.149660397884164,-0.0611360097755179,-0.036085004469994,-0.0273349505364679,-0.00862231610495009
"peel.3",-0.0356034938937247,-0.00714201767163247,1.16248635400609,-0.0136135080492451,0.0319004987759881,0.176703324341736,1.16248635400609,-0.312933975060195,-0.323405384532949,-0.227773153504973,-0.0613280481767566,0.0372429706265781,0.0725941709344199,0.109302210755925,0.157079620933682
"peel.4",-0.124349570315458,0.0936410387096409,-0.439717831462337,0.0456372591834391,0.114519985801051,-0.177058713278463,-0.439717831462337,-0.203091268331677,-0.268213624445408,-0.142522228724609,0.0378916523629573,0.114832949282376,0.176328258966902,0.216679673914671,0.273419938171
"peel.5",-0.0983544250776656,0.0902352332562114,0.593257072089688,0.0905608835836052,0.0891578182262334,0.171932068423856,0.593257072089688,0.00716211649065977,-0.0571953734861459,0.0164588610998414,0.0228116283194401,0.102477215695391,0.12651540896473,0.14281628487622,0.190660059634897
"Mohn.rho",-0.0222833566479683,0.00934252922220042,0.449414819316138,0.00770237398103603,0.0253900842375441,0.0710639181317738,0.449414819316138,0.0129802296175926,-0.152226310004244,-0.13736286290124,-0.0461343426300777,0.024982898110448,0.0586224996000199,0.079191604882804,0.112935377579872
