"","f.rho","ssb.rho","recr.rho","jan1b.rho","explb.rho","stockn.rho","Age.1","Age.2","Age.3","Age.4","Age.5","Age.6"
"peel.1",0.0891285900542646,0.0290527171261576,0.673386671713711,0.0762717083937029,-0.0671223881720058,0.372500499090337,0.673386671713711,0.503742560238499,0.228041895452378,0.0252552609187639,-0.139906206703877,-0.165982405562176
"peel.2",0.166996995579885,0.0205847780009441,2.58431997011537,0.0610011910029004,-0.133793274105191,0.877047407897622,2.58431997011537,1.18916677788082,0.283563995216751,-0.12185535884534,-0.23805730898825,-0.321512655211448
"peel.3",0.220988672899669,-0.0379541230502515,2.18871602659218,0.109711420314,-0.153700235739937,0.550579244863128,2.18871602659218,0.51862339738404,0.0155499851672788,-0.102905907513272,-0.173502730058106,-0.294261637257357
"peel.4",0.177233097036956,-0.0588876794540566,1.21524145147806,0.169267734170579,-0.119365515948651,0.389025394456463,1.21524145147806,0.279564672099358,-0.0583601494326623,-0.133935511923587,-0.12393394675881,-0.234163950588283
"peel.5",0.0672824369154545,-0.0179370332551076,0.995142946630965,0.191691710569745,-0.0463365700054612,0.3706301453841,0.995142946630965,0.147936354082679,-0.111657294869224,0.054863871345994,-0.033713488203087,-0.180119935804791
"Mohn.rho",0.144325958497246,-0.0130282681264628,1.53136141330606,0.121588752890186,-0.104063596794249,0.51195653833833,1.53136141330606,0.52780675233708,0.0714276863069043,-0.0557155292034883,-0.141822736142426,-0.239208116884811
