"","f.rho","ssb.rho","recr.rho","jan1b.rho","explb.rho","stockn.rho","Age.1","Age.2","Age.3","Age.4","Age.5","Age.6","Age.7","Age.8","Age.9"
"peel.1",0.0452602677976868,-0.0323003192499496,0.0125852664567261,-0.0182309289966212,-0.037439649995135,0.0408900909979388,0.0125852664567261,0.257014387151017,0.138959260527217,-0.0346021560278593,-0.0673795251980242,-0.0737299428042992,-0.0518251536471071,-0.0440790862469318,-0.0346932817710582
"peel.2",0.0764395084980578,-0.0760060708616884,1.16837482435267,-0.0427871654255759,-0.0620095067872454,0.227244327881455,1.16837482435267,0.541198390329533,-0.10987160339031,-0.21040782362548,-0.1431822385685,-0.0867977443410696,-0.0643124685686899,-0.0494068666440911,-0.0312946346352117
"peel.3",0.0351471996087534,-0.0442914770701482,1.58718938495703,-0.0314318261833008,-0.0257604797496985,0.241005239606466,1.58718938495703,-0.200065246281915,-0.254067476244413,-0.202330415872837,-0.0921490824570604,-0.0461491331774288,-0.0187361305373821,0.00053031508525716,0.0219022078288633
"peel.4",-0.0329672672731003,0.0268441805752526,-0.328750574079486,0.00965263597211375,0.0307049781762323,-0.121418132716578,-0.328750574079486,-0.100355808753872,-0.226779500582501,-0.148191509682869,-0.026685518119719,0.0304430484045355,0.0645497277042866,0.0795827936901674,0.0992890093805937
"peel.5",-0.106554303158615,0.121253125035329,0.965525599221363,0.132587028624566,0.10904475092039,0.285793063314776,0.965525599221363,0.137448067310187,-0.000603223023741408,0.0312088630881811,0.0639196378536131,0.132117400562249,0.148225765661346,0.15653528903096,0.173231694645952
"Mohn.rho",0.00346508109455659,-0.000900112314240892,0.680984900181661,0.00995794879823637,0.00290801851290862,0.134702917816811,0.680984900181661,0.12704795795099,-0.0904725085427496,-0.112864608424173,-0.0530953452979381,-0.00882327427120267,0.0155803481224908,0.0286324889830724,0.0456869990898278
