"","f.rho","ssb.rho","recr.rho","jan1b.rho","explb.rho","stockn.rho","Age.1","Age.2","Age.3","Age.4","Age.5","Age.6","Age.7","Age.8","Age.9"
"peel.1",0.0618985892711038,-0.0443913490812543,-0.0395191207316302,-0.0313309963486994,-0.0448633608257804,0.00309972838243338,-0.0395191207316302,0.185406723985789,0.0768302134520695,-0.0799508401445722,-0.0805935540497973,-0.0659366149475042,-0.0407697463026567,-0.037590141138827,-0.037117287319904
"peel.2",0.0664526920322252,-0.0730009924470228,0.946261612816478,-0.0451041252470341,-0.0509490468478342,0.170050724250809,0.946261612816478,0.371412401674073,-0.197232596409515,-0.257433358649945,-0.148866985136763,-0.0568516413029322,-0.0287194264866914,-0.0185123663273407,0.00143149924257973
"peel.3",-0.0252743225779719,-0.0129435837608419,1.12393060887718,-0.0199632946821648,0.022757470132683,0.159052573625083,1.12393060887718,-0.324064648863476,-0.332416755554599,-0.23563923205014,-0.0677142147065103,0.0326543933302675,0.0661964329322508,0.100445606059917,0.142983204746183
"peel.4",-0.102904216657908,0.0752797998330586,-0.454814222793392,0.0298491343535041,0.0926192728267385,-0.191468558958931,-0.454814222793392,-0.22186652671117,-0.282686482411568,-0.156589692348841,0.0249445241970541,0.102365112707572,0.158334593060208,0.192877293733688,0.242279344840084
"peel.5",-0.0724542332995105,0.0652113404813084,0.527076608545604,0.065971199347284,0.0639288942106674,0.13556885534365,0.527076608545604,-0.0271282492239751,-0.0830998299236654,-0.00585488775226496,0.00393323745800113,0.0837105402866827,0.103013731495377,0.115486873125902,0.160795570384226
"Mohn.rho",-0.0144562982464123,0.0020310430050496,0.420587097342848,-0.000115616515422032,0.0166986458992949,0.0552606645286088,0.420587097342848,-0.00324805982775182,-0.163721090169456,-0.147093602189153,-0.053659398447603,0.0191883580148171,0.0516111169396975,0.0705414530906678,0.102074466378634
