"case","ramplab","change.year","Year","SSB","F","R"
"Mmult Old Ages"," Sudden",2015,1989,13003.13,0.6143701,12269.84
"Mmult Old Ages"," Sudden",2015,1990,13249.7,0.6464395,12857.74
"Mmult Old Ages"," Sudden",2015,1991,13368.96,0.5823244,7968.874
"Mmult Old Ages"," Sudden",2015,1992,14193.43,0.9024038,6767.862
"Mmult Old Ages"," Sudden",2015,1993,12072.8,1.084579,6450.9
"Mmult Old Ages"," Sudden",2015,1994,9336.297,0.7565208,4366.86
"Mmult Old Ages"," Sudden",2015,1995,8295.503,0.7198457,2746.792
"Mmult Old Ages"," Sudden",2015,1996,8135.628,0.5574516,3492.826
"Mmult Old Ages"," Sudden",2015,1997,8031.052,0.3718295,4510.895
"Mmult Old Ages"," Sudden",2015,1998,9263.003,0.3466471,4480.723
"Mmult Old Ages"," Sudden",2015,1999,9442.434,0.4947843,5976.711
"Mmult Old Ages"," Sudden",2015,2000,9278.168,0.4607651,2547.081
"Mmult Old Ages"," Sudden",2015,2001,10590.41,0.472167,2177.36
"Mmult Old Ages"," Sudden",2015,2002,12538.35,0.3526779,2319.289
"Mmult Old Ages"," Sudden",2015,2003,12977.36,0.4639475,2247.133
"Mmult Old Ages"," Sudden",2015,2004,11598.19,0.3673854,2100.692
"Mmult Old Ages"," Sudden",2015,2005,9929.185,0.3441813,3488.78
"Mmult Old Ages"," Sudden",2015,2006,10046.87,0.217844,4343.183
"Mmult Old Ages"," Sudden",2015,2007,12928.97,0.1410849,3550.956
"Mmult Old Ages"," Sudden",2015,2008,14070.92,0.1358565,4111.97
"Mmult Old Ages"," Sudden",2015,2009,14226.19,0.1601506,4228.761
"Mmult Old Ages"," Sudden",2015,2010,18679.19,0.1246451,3810.202
"Mmult Old Ages"," Sudden",2015,2011,22935.86,0.1562573,3446.636
"Mmult Old Ages"," Sudden",2015,2012,24418.7,0.1399576,3193.812
"Mmult Old Ages"," Sudden",2015,2013,25651.71,0.1041026,3432.663
"Mmult Old Ages"," Sudden",2015,2014,25426.74,0.08957946,2969.972
"Mmult Old Ages"," Sudden",2015,2015,21961.11,0.09385385,3246.261
"Mmult Old Ages"," Sudden",2015,2016,17539.52,0.09718456,1986.936
"Mmult Old Ages"," Sudden",2015,2017,13375.1,0.195222,2957.347
"Mmult Old Ages"," Sudden",2015,2018,10082.82,0.2602983,3599.618
"Mmult Old Ages","Ramp4",2000,1963,17915.36,0.3087899,3564.758
"Mmult Old Ages","Ramp4",2000,1964,17459.58,0.2823686,3010.609
"Mmult Old Ages","Ramp4",2000,1965,17051.69,0.2611402,4229.897
"Mmult Old Ages","Ramp4",2000,1966,16964.02,0.1848026,4851.371
"Mmult Old Ages","Ramp4",2000,1967,17945.43,0.1395951,5085.285
"Mmult Old Ages","Ramp4",2000,1968,19870.48,0.1294048,6056.82
"Mmult Old Ages","Ramp4",2000,1969,22310.98,0.1117606,5209.153
"Mmult Old Ages","Ramp4",2000,1970,25171.28,0.1291583,6746.297
"Mmult Old Ages","Ramp4",2000,1971,27759.92,0.1454391,8258.499
"Mmult Old Ages","Ramp4",2000,1972,30084.01,0.1389061,5307.887
"Mmult Old Ages","Ramp4",2000,1973,33190.69,0.1301303,4915.328
"Mmult Old Ages","Ramp4",2000,1974,36145.11,0.1449116,5956.847
"Mmult Old Ages","Ramp4",2000,1975,37718.89,0.1311854,4901.257
"Mmult Old Ages","Ramp4",2000,1976,38774.31,0.1406079,5066.927
"Mmult Old Ages","Ramp4",2000,1977,38544.08,0.1824645,6753.911
"Mmult Old Ages","Ramp4",2000,1978,37333.9,0.1830883,6650.564
"Mmult Old Ages","Ramp4",2000,1979,36579.58,0.1641914,3761.498
"Mmult Old Ages","Ramp4",2000,1980,35881.48,0.1936103,6939.086
"Mmult Old Ages","Ramp4",2000,1981,34131.29,0.2574973,5584.2
"Mmult Old Ages","Ramp4",2000,1982,30936.53,0.3212484,6426.731
"Mmult Old Ages","Ramp4",2000,1983,27424.25,0.3316518,3932.867
"Mmult Old Ages","Ramp4",2000,1984,24501.67,0.3982393,5747.646
"Mmult Old Ages","Ramp4",2000,1985,21087.2,0.4882563,11048.68
"Mmult Old Ages","Ramp4",2000,1986,17476.23,0.5363674,5876.63
"Mmult Old Ages","Ramp4",2000,1987,15473.04,0.6427171,8879.631
"Mmult Old Ages","Ramp4",2000,1988,14386.27,0.6773506,8600.007
"Mmult Old Ages","Ramp4",2000,1989,13259.88,0.6221525,12581.99
"Mmult Old Ages","Ramp4",2000,1990,13556.82,0.6508242,13294.82
"Mmult Old Ages","Ramp4",2000,1991,13757.99,0.5746693,8384.426
"Mmult Old Ages","Ramp4",2000,1992,14809.36,0.8791226,7296.869
"Mmult Old Ages","Ramp4",2000,1993,12974.16,1.02301,7158.781
"Mmult Old Ages","Ramp4",2000,1994,10588.61,0.6672052,5055.68
"Mmult Old Ages","Ramp4",2000,1995,10013.33,0.5924441,3319.653
"Mmult Old Ages","Ramp4",2000,1996,10558.81,0.4230541,4382.162
"Mmult Old Ages","Ramp4",2000,1997,11008.87,0.2695015,5829.884
"Mmult Old Ages","Ramp4",2000,1998,12822.48,0.2635081,5867.731
"Mmult Old Ages","Ramp4",2000,1999,12846.46,0.3814834,7893.57
"Mmult Old Ages","Ramp4",2000,2000,12552.41,0.3655219,3385.032
"Mmult Old Ages","Ramp4",2000,2001,14445.38,0.3701314,2895.91
"Mmult Old Ages","Ramp4",2000,2002,17531.15,0.2699151,3091.057
"Mmult Old Ages","Ramp4",2000,2003,18251.91,0.3485973,2976.458
"Mmult Old Ages","Ramp4",2000,2004,16110.1,0.2766671,2765.553
"Mmult Old Ages","Ramp4",2000,2005,12992.25,0.2776978,4502.978
"Mmult Old Ages","Ramp4",2000,2006,12210,0.1933101,5437.124
"Mmult Old Ages","Ramp4",2000,2007,15018.79,0.1321402,4247.78
"Mmult Old Ages","Ramp4",2000,2008,15609.68,0.1361593,4647.712
"Mmult Old Ages","Ramp4",2000,2009,15502.91,0.1628289,4481.768
"Mmult Old Ages","Ramp4",2000,2010,19180.99,0.1338818,3754.687
"Mmult Old Ages","Ramp4",2000,2011,22051.06,0.1790174,3399.528
"Mmult Old Ages","Ramp4",2000,2012,21409.24,0.1775752,3225.895
"Mmult Old Ages","Ramp4",2000,2013,20158.7,0.1485152,3594.289
"Mmult Old Ages","Ramp4",2000,2014,17255.94,0.1512513,3245.6
"Mmult Old Ages","Ramp4",2000,2015,15315.19,0.1382652,3604.773
"Mmult Old Ages","Ramp4",2000,2016,16051.51,0.1057668,2236.412
"Mmult Old Ages","Ramp4",2000,2017,15418.33,0.1675118,3366.242
"Mmult Old Ages","Ramp4",2000,2018,13413.65,0.1935586,4170.498
"Mmult Old Ages","Ramp4",2005,1963,18022.24,0.2962941,3427.496
"Mmult Old Ages","Ramp4",2005,1964,17520.77,0.2821048,2905.812
"Mmult Old Ages","Ramp4",2005,1965,16962.44,0.2629512,4085.919
"Mmult Old Ages","Ramp4",2005,1966,16736.83,0.1877427,4695.833
"Mmult Old Ages","Ramp4",2005,1967,17573.86,0.1429138,4930.991
"Mmult Old Ages","Ramp4",2005,1968,19336.49,0.1332815,5881.633
"Mmult Old Ages","Ramp4",2005,1969,21609.03,0.1156276,5068.799
"Mmult Old Ages","Ramp4",2005,1970,24302.8,0.1338036,6577.286
"Mmult Old Ages","Ramp4",2005,1971,26738.49,0.1507294,8051.615
"Mmult Old Ages","Ramp4",2005,1972,28930.9,0.144101,5167.945
"Mmult Old Ages","Ramp4",2005,1973,31893.6,0.1350792,4782.184
"Mmult Old Ages","Ramp4",2005,1974,34716.19,0.1501815,5794.777
"Mmult Old Ages","Ramp4",2005,1975,36199.39,0.1358906,4765.635
"Mmult Old Ages","Ramp4",2005,1976,37185.34,0.1453169,4926.619
"Mmult Old Ages","Ramp4",2005,1977,36936.56,0.1879542,6568.608
"Mmult Old Ages","Ramp4",2005,1978,35741.1,0.1886795,6468.261
"Mmult Old Ages","Ramp4",2005,1979,34994.88,0.1695357,3655.342
"Mmult Old Ages","Ramp4",2005,1980,34322.06,0.1992609,6741.157
"Mmult Old Ages","Ramp4",2005,1981,32644.72,0.2634833,5426.034
"Mmult Old Ages","Ramp4",2005,1982,29589.6,0.3272031,6246.295
"Mmult Old Ages","Ramp4",2005,1983,26245.99,0.3386942,3823.761
"Mmult Old Ages","Ramp4",2005,1984,23461.25,0.4057823,5588.686
"Mmult Old Ages","Ramp4",2005,1985,20212.94,0.4954808,10747.61
"Mmult Old Ages","Ramp4",2005,1986,16783.17,0.5453253,5734.407
"Mmult Old Ages","Ramp4",2005,1987,14911.11,0.6504493,8715.629
"Mmult Old Ages","Ramp4",2005,1988,13961.15,0.6808988,8481.313
"Mmult Old Ages","Ramp4",2005,1989,12933.32,0.6403286,12408.09
"Mmult Old Ages","Ramp4",2005,1990,13166.72,0.6729893,13029.84
"Mmult Old Ages","Ramp4",2005,1991,13339.18,0.6008381,8102.386
"Mmult Old Ages","Ramp4",2005,1992,14227.84,0.9287825,6922.963
"Mmult Old Ages","Ramp4",2005,1993,12157.9,1.112183,6662.643
"Mmult Old Ages","Ramp4",2005,1994,9495.093,0.7631481,4598.709
"Mmult Old Ages","Ramp4",2005,1995,8586.71,0.7122387,2957.411
"Mmult Old Ages","Ramp4",2005,1996,8616.114,0.5360131,3867.532
"Mmult Old Ages","Ramp4",2005,1997,8745.578,0.3458768,5165.424
"Mmult Old Ages","Ramp4",2005,1998,10381.84,0.3218691,5293.547
"Mmult Old Ages","Ramp4",2005,1999,10979.2,0.4373295,7250.191
"Mmult Old Ages","Ramp4",2005,2000,11386.75,0.3874901,3155.119
"Mmult Old Ages","Ramp4",2005,2001,13697.57,0.3762895,2719.568
"Mmult Old Ages","Ramp4",2005,2002,16783.12,0.2730902,2918.411
"Mmult Old Ages","Ramp4",2005,2003,17789.62,0.347415,2818.891
"Mmult Old Ages","Ramp4",2005,2004,16057.33,0.2724635,2621.992
"Mmult Old Ages","Ramp4",2005,2005,13020.18,0.2731931,4272.462
"Mmult Old Ages","Ramp4",2005,2006,12144.56,0.1913249,5160.113
"Mmult Old Ages","Ramp4",2005,2007,14664.95,0.1333075,4034.005
"Mmult Old Ages","Ramp4",2005,2008,15090.35,0.1385362,4415.84
"Mmult Old Ages","Ramp4",2005,2009,14862.34,0.1671072,4259.196
"Mmult Old Ages","Ramp4",2005,2010,18340.39,0.1379362,3568.934
"Mmult Old Ages","Ramp4",2005,2011,21050.68,0.1851354,3233.832
"Mmult Old Ages","Ramp4",2005,2012,20417.31,0.1838765,3070.037
"Mmult Old Ages","Ramp4",2005,2013,19232.83,0.1538183,3421.936
"Mmult Old Ages","Ramp4",2005,2014,16520.91,0.1561707,3087.953
"Mmult Old Ages","Ramp4",2005,2015,14677.43,0.1427534,3436.578
"Mmult Old Ages","Ramp4",2005,2016,15441.05,0.1087768,2135.293
"Mmult Old Ages","Ramp4",2005,2017,14890.09,0.1714434,3218.87
"Mmult Old Ages","Ramp4",2005,2018,12899.77,0.1988977,3993.844
"Mmult Old Ages","Ramp4",2010,1963,18580.31,0.2751514,3334.611
"Mmult Old Ages","Ramp4",2010,1964,18034.74,0.2717922,2840.392
"Mmult Old Ages","Ramp4",2010,1965,17341.63,0.2548215,3997.656
"Mmult Old Ages","Ramp4",2010,1966,16996,0.18339,4602.639
"Mmult Old Ages","Ramp4",2010,1967,17711.28,0.1407631,4840.294
"Mmult Old Ages","Ramp4",2010,1968,19340.79,0.1321851,5780.281
"Mmult Old Ages","Ramp4",2010,1969,21476.75,0.1153465,4989.874
"Mmult Old Ages","Ramp4",2010,1970,24038.5,0.1338678,6484.809
"Mmult Old Ages","Ramp4",2010,1971,26359.5,0.1509887,7935.697
"Mmult Old Ages","Ramp4",2010,1972,28460.11,0.1446063,5084.799
"Mmult Old Ages","Ramp4",2010,1973,31329.98,0.1357756,4699.593
"Mmult Old Ages","Ramp4",2010,1974,34067.38,0.150836,5691.26
"Mmult Old Ages","Ramp4",2010,1975,35490.31,0.1366216,4676.228
"Mmult Old Ages","Ramp4",2010,1976,36426.87,0.1460027,4831.237
"Mmult Old Ages","Ramp4",2010,1977,36161.02,0.1882503,6437.601
"Mmult Old Ages","Ramp4",2010,1978,34974.65,0.1890508,6336.256
"Mmult Old Ages","Ramp4",2010,1979,34222.63,0.1702139,3579.307
"Mmult Old Ages","Ramp4",2010,1980,33537.5,0.1995698,6601.707
"Mmult Old Ages","Ramp4",2010,1981,31882.63,0.2628591,5315.562
"Mmult Old Ages","Ramp4",2010,1982,28904.39,0.3255185,6121.488
"Mmult Old Ages","Ramp4",2010,1983,25654.3,0.3373543,3749.999
"Mmult Old Ages","Ramp4",2010,1984,22940.93,0.4033442,5486.206
"Mmult Old Ages","Ramp4",2010,1985,19787.26,0.4906962,10567.4
"Mmult Old Ages","Ramp4",2010,1986,16467.75,0.5395675,5653.379
"Mmult Old Ages","Ramp4",2010,1987,14676.42,0.6390749,8627.677
"Mmult Old Ages","Ramp4",2010,1988,13821.9,0.6611611,8425.622
"Mmult Old Ages","Ramp4",2010,1989,12888.83,0.6325963,12338.18
"Mmult Old Ages","Ramp4",2010,1990,13127.24,0.6650484,12934
"Mmult Old Ages","Ramp4",2010,1991,13284.6,0.5966846,8018.205
"Mmult Old Ages","Ramp4",2010,1992,14132.29,0.9239707,6814.385
"Mmult Old Ages","Ramp4",2010,1993,12018.97,1.111789,6503.233
"Mmult Old Ages","Ramp4",2010,1994,9296.478,0.7733844,4422.37
"Mmult Old Ages","Ramp4",2010,1995,8288.473,0.7331708,2794.296
"Mmult Old Ages","Ramp4",2010,1996,8157.544,0.564987,3572.486
"Mmult Old Ages","Ramp4",2010,1997,8092.817,0.3738369,4650.774
"Mmult Old Ages","Ramp4",2010,1998,9400.137,0.3516304,4673.614
"Mmult Old Ages","Ramp4",2010,1999,9663,0.4960759,6329.412
"Mmult Old Ages","Ramp4",2010,2000,9634.104,0.4573139,2758.032
"Mmult Old Ages","Ramp4",2010,2001,11213.24,0.4589961,2421.071
"Mmult Old Ages","Ramp4",2010,2002,13594.06,0.3342666,2647.19
"Mmult Old Ages","Ramp4",2010,2003,14468.21,0.4231886,2616.348
"Mmult Old Ages","Ramp4",2010,2004,13505.11,0.3163997,2478.308
"Mmult Old Ages","Ramp4",2010,2005,12096.73,0.2819065,4111.819
"Mmult Old Ages","Ramp4",2010,2006,12648.9,0.1744787,5014.38
"Mmult Old Ages","Ramp4",2010,2007,16010.61,0.1168022,3940.259
"Mmult Old Ages","Ramp4",2010,2008,16612.06,0.1193414,4317.337
"Mmult Old Ages","Ramp4",2010,2009,15875.19,0.1503501,4159.645
"Mmult Old Ages","Ramp4",2010,2010,19283.08,0.1276866,3478.52
"Mmult Old Ages","Ramp4",2010,2011,21556.73,0.1767344,3144.361
"Mmult Old Ages","Ramp4",2010,2012,20585.49,0.1786031,2975.643
"Mmult Old Ages","Ramp4",2010,2013,19164.04,0.1515128,3305.45
"Mmult Old Ages","Ramp4",2010,2014,16349.28,0.1552147,2969.27
"Mmult Old Ages","Ramp4",2010,2015,14387.94,0.1435709,3305.423
"Mmult Old Ages","Ramp4",2010,2016,15035.85,0.1103241,2054.095
"Mmult Old Ages","Ramp4",2010,2017,14408.72,0.1749101,3097.757
"Mmult Old Ages","Ramp4",2010,2018,12366.39,0.2046425,3843.376
"Mmult Old Ages","Ramp4",2015,1963,19751.88,0.2502521,3285.823
"Mmult Old Ages","Ramp4",2015,1964,19161.89,0.2534579,2810.9
"Mmult Old Ages","Ramp4",2015,1965,18362.78,0.2383127,3961.414
"Mmult Old Ages","Ramp4",2015,1966,17923.41,0.1723769,4569.414
"Mmult Old Ages","Ramp4",2015,1967,18547.62,0.1333139,4811.773
"Mmult Old Ages","Ramp4",2015,1968,20079.12,0.1263249,5750.161
"Mmult Old Ages","Ramp4",2015,1969,22111.98,0.111124,4968.865
"Mmult Old Ages","Ramp4",2015,1970,24576.01,0.1296116,6463.997
"Mmult Old Ages","Ramp4",2015,1971,26817,0.1465967,7904.732
"Mmult Old Ages","Ramp4",2015,1972,28858.93,0.1408423,5054.227
"Mmult Old Ages","Ramp4",2015,1973,31683.62,0.132621,4663.202
"Mmult Old Ages","Ramp4",2015,1974,34383.17,0.1473547,5640.278
"Mmult Old Ages","Ramp4",2015,1975,35776.75,0.1337476,4627.477
"Mmult Old Ages","Ramp4",2015,1976,36679.71,0.1430705,4775.012
"Mmult Old Ages","Ramp4",2015,1977,36385.48,0.1840967,6354.586
"Mmult Old Ages","Ramp4",2015,1978,35187.18,0.1849583,6247
"Mmult Old Ages","Ramp4",2015,1979,34404.36,0.1669399,3524.408
"Mmult Old Ages","Ramp4",2015,1980,33658.81,0.195735,6496.336
"Mmult Old Ages","Ramp4",2015,1981,31961.42,0.2573656,5230.878
"Mmult Old Ages","Ramp4",2015,1982,28975.38,0.3184416,6026.063
"Mmult Old Ages","Ramp4",2015,1983,25717.44,0.3310314,3694.248
"Mmult Old Ages","Ramp4",2015,1984,22979.4,0.3958054,5410.786
"Mmult Old Ages","Ramp4",2015,1985,19818.05,0.4812678,10438.56
"Mmult Old Ages","Ramp4",2015,1986,16500.62,0.529195,5596.249
"Mmult Old Ages","Ramp4",2015,1987,14699.81,0.6250478,8563.404
"Mmult Old Ages","Ramp4",2015,1988,13857.62,0.6432795,8383.191
"Mmult Old Ages","Ramp4",2015,1989,12955.38,0.6210151,12290.27
"Mmult Old Ages","Ramp4",2015,1990,13199.99,0.6531156,12879.45
"Mmult Old Ages","Ramp4",2015,1991,13333.41,0.5877289,7982.053
"Mmult Old Ages","Ramp4",2015,1992,14164.91,0.9105017,6779.096
"Mmult Old Ages","Ramp4",2015,1993,12046.01,1.095035,6462.37
"Mmult Old Ages","Ramp4",2015,1994,9313.289,0.7634577,4378.158
"Mmult Old Ages","Ramp4",2015,1995,8280.217,0.7259123,2755.982
"Mmult Old Ages","Ramp4",2015,1996,8123.942,0.5617697,3507.749
"Mmult Old Ages","Ramp4",2015,1997,8025.389,0.374068,4536.42
"Mmult Old Ages","Ramp4",2015,1998,9270.215,0.349098,4515.962
"Mmult Old Ages","Ramp4",2015,1999,9464.216,0.4972388,6040.992
"Mmult Old Ages","Ramp4",2015,2000,9326.076,0.4622847,2585.841
"Mmult Old Ages","Ramp4",2015,2001,10687.17,0.4718171,2222.568
"Mmult Old Ages","Ramp4",2015,2002,12716.72,0.3505167,2384.586
"Mmult Old Ages","Ramp4",2015,2003,13236.41,0.4573955,2328.711
"Mmult Old Ages","Ramp4",2015,2004,11934.68,0.3577312,2195.846
"Mmult Old Ages","Ramp4",2015,2005,10323.57,0.3313652,3680.472
"Mmult Old Ages","Ramp4",2015,2006,10558.81,0.2075402,4631.77
"Mmult Old Ages","Ramp4",2015,2007,13695.08,0.1336091,3781.795
"Mmult Old Ages","Ramp4",2015,2008,14995,0.1277804,4294.565
"Mmult Old Ages","Ramp4",2015,2009,15250.41,0.1496489,4246.047
"Mmult Old Ages","Ramp4",2015,2010,20113.31,0.1158014,3594.803
"Mmult Old Ages","Ramp4",2015,2011,24388.6,0.1480171,3238.873
"Mmult Old Ages","Ramp4",2015,2012,24620.57,0.1419141,3034.526
"Mmult Old Ages","Ramp4",2015,2013,23414.29,0.1190253,3325.792
"Mmult Old Ages","Ramp4",2015,2014,19928.08,0.123145,2941.278
"Mmult Old Ages","Ramp4",2015,2015,16339.13,0.1251335,3251.94
"Mmult Old Ages","Ramp4",2015,2016,15750.42,0.1053628,2009.278
"Mmult Old Ages","Ramp4",2015,2017,14060.12,0.1797229,3016.428
"Mmult Old Ages","Ramp4",2015,2018,11526.11,0.2200983,3719.944
"Mmult Old Ages","Ramp9",2000,1963,18577.82,0.2937023,3643.156
"Mmult Old Ages","Ramp9",2000,1964,18136.09,0.2660226,3080.755
"Mmult Old Ages","Ramp9",2000,1965,17769.4,0.245228,4328.259
"Mmult Old Ages","Ramp9",2000,1966,17723.62,0.1733406,4961.279
"Mmult Old Ages","Ramp9",2000,1967,18751.84,0.131047,5197.775
"Mmult Old Ages","Ramp9",2000,1968,20732.7,0.1215166,6188.818
"Mmult Old Ages","Ramp9",2000,1969,23230.69,0.1051261,5321.092
"Mmult Old Ages","Ramp9",2000,1970,26153.51,0.1217568,6888.286
"Mmult Old Ages","Ramp9",2000,1971,28812.76,0.1372458,8427.193
"Mmult Old Ages","Ramp9",2000,1972,31212.71,0.1312048,5411.521
"Mmult Old Ages","Ramp9",2000,1973,34415.72,0.1230638,5006.324
"Mmult Old Ages","Ramp9",2000,1974,37457.77,0.1372224,6062.578
"Mmult Old Ages","Ramp9",2000,1975,39089.23,0.1245537,4985.545
"Mmult Old Ages","Ramp9",2000,1976,40184.73,0.1338104,5149.28
"Mmult Old Ages","Ramp9",2000,1977,39964.6,0.1736019,6855.001
"Mmult Old Ages","Ramp9",2000,1978,38754.49,0.1741534,6746.419
"Mmult Old Ages","Ramp9",2000,1979,37984.88,0.1561307,3818.662
"Mmult Old Ages","Ramp9",2000,1980,37229.97,0.1841737,7047.273
"Mmult Old Ages","Ramp9",2000,1981,35406.73,0.2454699,5669.395
"Mmult Old Ages","Ramp9",2000,1982,32127.7,0.3068361,6524.19
"Mmult Old Ages","Ramp9",2000,1983,28510.77,0.3154649,3994.462
"Mmult Old Ages","Ramp9",2000,1984,25493.54,0.3784878,5846.152
"Mmult Old Ages","Ramp9",2000,1985,21979.53,0.4633206,11267.22
"Mmult Old Ages","Ramp9",2000,1986,18271.28,0.505138,5994.589
"Mmult Old Ages","Ramp9",2000,1987,16210.08,0.5995073,9039.065
"Mmult Old Ages","Ramp9",2000,1988,15107.77,0.6206657,8743.195
"Mmult Old Ages","Ramp9",2000,1989,14057.53,0.5637663,12795.24
"Mmult Old Ages","Ramp9",2000,1990,14573.39,0.5811314,13540.74
"Mmult Old Ages","Ramp9",2000,1991,14787.06,0.5100927,8546.098
"Mmult Old Ages","Ramp9",2000,1992,15942.87,0.7770614,7455.959
"Mmult Old Ages","Ramp9",2000,1993,14173.66,0.8903715,7325.178
"Mmult Old Ages","Ramp9",2000,1994,11751.36,0.5770454,5172.5
"Mmult Old Ages","Ramp9",2000,1995,10925.33,0.5230675,3390.436
"Mmult Old Ages","Ramp9",2000,1996,11254.98,0.3848278,4464.42
"Mmult Old Ages","Ramp9",2000,1997,11456.61,0.2532643,5920.307
"Mmult Old Ages","Ramp9",2000,1998,13051.66,0.2598906,5947.407
"Mmult Old Ages","Ramp9",2000,1999,12879.54,0.3818947,7996.23
"Mmult Old Ages","Ramp9",2000,2000,12596.33,0.3642332,3428.977
"Mmult Old Ages","Ramp9",2000,2001,14600.31,0.3655163,2935.507
"Mmult Old Ages","Ramp9",2000,2002,17792.17,0.2653092,3136.697
"Mmult Old Ages","Ramp9",2000,2003,18575.75,0.3417546,3023.862
"Mmult Old Ages","Ramp9",2000,2004,16455.31,0.2703833,2812.336
"Mmult Old Ages","Ramp9",2000,2005,13306.5,0.2705127,4582.479
"Mmult Old Ages","Ramp9",2000,2006,12533.54,0.1878197,5535.78
"Mmult Old Ages","Ramp9",2000,2007,15411.17,0.1284498,4326.214
"Mmult Old Ages","Ramp9",2000,2008,16003.16,0.1324086,4734.748
"Mmult Old Ages","Ramp9",2000,2009,15881.97,0.1584763,4566.771
"Mmult Old Ages","Ramp9",2000,2010,19656.79,0.1302959,3826.794
"Mmult Old Ages","Ramp9",2000,2011,22607.06,0.1741393,3465.223
"Mmult Old Ages","Ramp9",2000,2012,21978.48,0.172477,3288.623
"Mmult Old Ages","Ramp9",2000,2013,20719.14,0.1440813,3664.622
"Mmult Old Ages","Ramp9",2000,2014,17760.51,0.1464964,3308.355
"Mmult Old Ages","Ramp9",2000,2015,15771.91,0.1338658,3672.599
"Mmult Old Ages","Ramp9",2000,2016,16543.31,0.1023594,2278.033
"Mmult Old Ages","Ramp9",2000,2017,15895.97,0.1619981,3429.56
"Mmult Old Ages","Ramp9",2000,2018,13816.47,0.1872831,4252.2
"Mmult Old Ages","Ramp9",2005,1963,18173.4,0.2976604,3488.15
"Mmult Old Ages","Ramp9",2005,1964,17690.29,0.278542,2954.294
"Mmult Old Ages","Ramp9",2005,1965,17194.86,0.2586814,4153.517
"Mmult Old Ages","Ramp9",2005,1966,17027.56,0.1840122,4770.166
"Mmult Old Ages","Ramp9",2005,1967,17926.04,0.1397094,5005.652
"Mmult Old Ages","Ramp9",2005,1968,19757.27,0.1301108,5966.841
"Mmult Old Ages","Ramp9",2005,1969,22099.35,0.1127894,5137.723
"Mmult Old Ages","Ramp9",2005,1970,24862.33,0.1305434,6661.099
"Mmult Old Ages","Ramp9",2005,1971,27363.44,0.1470901,8152.565
"Mmult Old Ages","Ramp9",2005,1972,29614.38,0.1406309,5233.821
"Mmult Old Ages","Ramp9",2005,1973,32644.4,0.1318535,4843.073
"Mmult Old Ages","Ramp9",2005,1974,35529.18,0.1467117,5867.22
"Mmult Old Ages","Ramp9",2005,1975,37054.59,0.1328376,4824.867
"Mmult Old Ages","Ramp9",2005,1976,38070.18,0.1422429,4986.728
"Mmult Old Ages","Ramp9",2005,1977,37825.22,0.1842075,6646.162
"Mmult Old Ages","Ramp9",2005,1978,36619.9,0.1848935,6542.264
"Mmult Old Ages","Ramp9",2005,1979,35862.87,0.166057,3697.257
"Mmult Old Ages","Ramp9",2005,1980,35163.32,0.1955109,6817.76
"Mmult Old Ages","Ramp9",2005,1981,33438.62,0.2591854,5486.987
"Mmult Old Ages","Ramp9",2005,1982,30309.6,0.3225486,6316.088
"Mmult Old Ages","Ramp9",2005,1983,26876.48,0.3337178,3866.362
"Mmult Old Ages","Ramp9",2005,1984,24012.93,0.4003545,5651.881
"Mmult Old Ages","Ramp9",2005,1985,20674.94,0.4898941,10870.09
"Mmult Old Ages","Ramp9",2005,1986,17149.43,0.5387927,5792.94
"Mmult Old Ages","Ramp9",2005,1987,15204.24,0.644023,8782.784
"Mmult Old Ages","Ramp9",2005,1988,14183.4,0.6761253,8529.126
"Mmult Old Ages","Ramp9",2005,1989,13108.05,0.629405,12479.17
"Mmult Old Ages","Ramp9",2005,1990,13370.22,0.6601686,13142.98
"Mmult Old Ages","Ramp9",2005,1991,13547.58,0.5866351,8227.415
"Mmult Old Ages","Ramp9",2005,1992,14506.81,0.9026972,7090.869
"Mmult Old Ages","Ramp9",2005,1993,12541.1,1.066631,6886.35
"Mmult Old Ages","Ramp9",2005,1994,10001.13,0.7144883,4802.52
"Mmult Old Ages","Ramp9",2005,1995,9241.565,0.6508152,3117.562
"Mmult Old Ages","Ramp9",2005,1996,9507.686,0.4767642,4091.654
"Mmult Old Ages","Ramp9",2005,1997,9798.322,0.305059,5449.535
"Mmult Old Ages","Ramp9",2005,1998,11546.66,0.2889856,5531.942
"Mmult Old Ages","Ramp9",2005,1999,11911.32,0.4043016,7507.77
"Mmult Old Ages","Ramp9",2005,2000,11985.01,0.3724138,3243.52
"Mmult Old Ages","Ramp9",2005,2001,14048.97,0.3708081,2785.456
"Mmult Old Ages","Ramp9",2005,2002,17068.91,0.270836,2980.468
"Mmult Old Ages","Ramp9",2005,2003,17915.32,0.3477964,2873.681
"Mmult Old Ages","Ramp9",2005,2004,16006.28,0.2746317,2670.361
"Mmult Old Ages","Ramp9",2005,2005,12972.83,0.2746967,4349.119
"Mmult Old Ages","Ramp9",2005,2006,12172.5,0.1911989,5252.118
"Mmult Old Ages","Ramp9",2005,2007,14832.39,0.131901,4106.429
"Mmult Old Ages","Ramp9",2005,2008,15333.64,0.1364114,4497.798
"Mmult Old Ages","Ramp9",2005,2009,15146.23,0.164039,4341.824
"Mmult Old Ages","Ramp9",2005,2010,18722.24,0.1351611,3641.326
"Mmult Old Ages","Ramp9",2005,2011,21522.49,0.1810444,3301.917
